id;the_geom;TYPE;Usage;Scale;Category
Buildings.1024;MULTIPOLYGON (((767517.9150250258 2960341.5375795704, 767517.2946194429 2960338.117310805, 767528.7962368584 2960336.031356967, 767529.4166424439 2960339.4512976403, 767541.7417490189 2960337.2160658916, 767541.1213434495 2960333.795797149, 767551.8900226946 2960331.8427170548, 767552.5104282789 2960335.262657727, 767555.0369980201 2960334.8043253077, 767563.3338974438 2960333.2997351307, 767562.8352107696 2960330.55072489, 767576.5507345197 2960328.062868979, 767577.2226491862 2960331.7675859737, 767589.3105515235 2960329.5750050494, 767588.6386368577 2960325.870616133, 767600.9558694353 2960323.6363686444, 767601.6517341882 2960327.4729751362, 767611.5890502798 2960325.670485301, 767612.9026959406 2960325.4322968093, 767613.9427201163 2960325.243648878, 767613.3823537693 2960322.1534319776, 767620.1818808616 2960320.9201667258, 767620.6736777734 2960320.8309280523, 767626.3531283586 2960319.8004182964, 767628.6290424465 2960319.387689466, 767629.7711005216 2960319.180996963, 767628.7927560214 2960314.097673803, 767627.4059477759 2960306.892963806, 767626.1244542757 2960300.232872141, 767625.8829849355 2960298.978609561, 767625.6096915316 2960297.559649134, 767625.4289176038 2960296.620018488, 767620.3606862717 2960270.288050142, 767619.8731544458 2960267.75491873, 767619.1116730293 2960267.8930418044, 767600.774111271 2960271.2191506485, 767600.5989147732 2960271.250974724, 767592.5562799441 2960272.709633228, 767592.2068711981 2960270.784112137, 767591.5585785201 2960267.208331901, 767579.849612446 2960269.3320153044, 767580.8473138503 2960274.8333166316, 767577.8010601118 2960275.3858089778, 767563.1085041903 2960278.050501808, 767562.5993188629 2960278.143021307, 767561.601289362 2960272.6417199755, 767550.0432416071 2960274.7381724683, 767551.0412711051 2960280.2394738044, 767549.1380596908 2960280.584617485, 767547.6771046061 2960280.8497088035, 767547.455976441 2960280.8897349634, 767547.2870135303 2960280.920246719, 767546.1587349476 2960281.124970721, 767543.121995615 2960281.6754945526, 767535.5193205188 2960283.054756889, 767534.3769343641 2960276.7552288077, 767533.9415677796 2960274.3566115606, 767530.1184126905 2960275.05017972, 767528.393678607 2960265.5416685645, 767539.9618969413 2960263.4432475525, 767540.2735761106 2960263.3868172243, 767538.4671492727 2960253.4278476355, 767536.3428096934 2960241.715928813, 767536.1731906086 2960240.78056322, 767524.4970328527 2960242.8983411524, 767522.8953300283 2960234.0683063087, 767520.8192186963 2960234.444945977, 767520.7581951928 2960234.10800439, 767519.8434988577 2960229.0653635617, 767511.0869546979 2960230.653614963, 767501.1893366872 2960232.44888698, 767499.8268066046 2960232.695933722, 767498.7713625273 2960232.8872063123, 767474.7786283664 2960237.2392317196, 767477.3737675257 2960251.5456335545, 767471.9305369419 2960252.532836301, 767472.0460222806 2960253.170302225, 767474.0240366908 2960264.07776072, 767479.4672672742 2960263.0905579734, 767481.3944287739 2960273.7158648055, 767482.9078771916 2960282.0593520543, 767477.0919439334 2960283.114139969, 767478.1240941134 2960288.806057719, 767479.2743542811 2960295.146924299, 767484.7897631965 2960294.1465982157, 767488.726435112 2960315.8509511445, 767483.0689661064 2960316.876867726, 767485.1181746119 2960328.175729644, 767490.1014323536 2960327.271860058, 767492.8720961078 2960342.5470919744, 767505.1847355231 2960340.3138287133, 767505.8051411081 2960343.7340974743, 767517.9150250258 2960341.5375795704)));BLDG;R;M;R
Buildings.1025;MULTIPOLYGON (((768012.6512402745 2960346.5989211374, 768020.3766185195 2960345.2203149814, 768065.3870271904 2960337.18686647, 768067.9359066035 2960336.731814895, 768067.7479148661 2960335.6757146367, 768066.6927988547 2960329.7646372314, 768064.070100696 2960315.0704408875, 768045.4786024402 2960318.3886757125, 768033.3674061887 2960320.550416816, 768028.3431380247 2960321.44706856, 768026.321160435 2960321.8079602225, 768026.0376964371 2960320.218724566, 768025.4517396083 2960316.935594643, 768024.6400614391 2960312.3896719823, 768024.6279223551 2960312.321102563, 768024.7466885303 2960312.3001052346, 768026.1764756878 2960312.0445283065, 768026.0373683572 2960311.2659865553, 768023.2542374423 2960295.671857632, 768023.2145393643 2960295.449745221, 768022.9638836969 2960295.4943645643, 768006.3897698512 2960298.4523638887, 768004.0285541106 2960298.873950975, 768004.3950231978 2960300.9267683886, 768004.5469257679 2960301.7804412297, 768008.6161433613 2960324.579936307, 768007.2263823618 2960324.8279673094, 768011.1594453612 2960346.86499673, 768012.3720413599 2960346.648789804, 768012.6512402745 2960346.5989211374)));BLDG;R;M;R
Buildings.1026;MULTIPOLYGON (((768931.9184306137 2960343.162576301, 768931.5798486022 2960340.9936173777, 768926.6264464424 2960309.2755049737, 768921.2101186971 2960310.1216318836, 768920.5339389436 2960305.7912599724, 768919.1573012765 2960296.9750046376, 768916.9630799447 2960282.9258201392, 768913.5647927824 2960283.456658972, 768911.9083000274 2960272.8497248134, 768910.3997728546 2960263.189311046, 768909.633042112 2960258.2782316366, 768909.4903258551 2960257.3664880544, 768909.2550901038 2960257.4032333884, 768908.4207741925 2960252.06072439, 768903.4696686132 2960252.8336887257, 768903.4148786954 2960252.4809991424, 768896.4129241869 2960253.5745008877, 768897.3144971876 2960259.348439464, 768897.198027611 2960259.3664840586, 768896.3843809379 2960259.493452302, 768898.0759786068 2960270.3251235597, 768898.9060294487 2960275.2207830516, 768904.5398764457 2960308.4487349647, 768905.9863958663 2960316.9798858846, 768910.3597466963 2960342.7734694765, 768910.9801522794 2960346.432582882, 768915.4394609494 2960345.7360619754, 768926.3101741066 2960344.038558809, 768931.9184306137 2960343.162576301)));BLDG;R;S;R
Buildings.1027;MULTIPOLYGON (((768910.9801522794 2960346.432582882, 768910.3597466963 2960342.7734694765, 768905.9863958663 2960316.9798858846, 768904.5398764457 2960308.4487349647, 768898.9060294487 2960275.2207830516, 768898.0759786068 2960270.3251235597, 768887.8706184477 2960271.9189523854, 768888.2954863618 2960274.6410598177, 768882.7206943653 2960275.511792966, 768881.1203038539 2960275.7617924786, 768883.322727279 2960289.8634703164, 768885.657368273 2960289.4989697067, 768888.7620208582 2960309.380163564, 768889.5891189417 2960314.6757566473, 768886.2407004404 2960315.198721465, 768886.5914215288 2960317.442811474, 768885.0418839467 2960317.684608884, 768885.5310561948 2960320.816164307, 768886.9995571964 2960330.219688802, 768888.586168187 2960340.3807577197, 768890.0313752749 2960349.634348137, 768890.0418739468 2960349.7022613934, 768890.1389866028 2960349.68716955, 768903.1635668586 2960347.653052899, 768910.9801522794 2960346.432582882)));BLDG;R;S;R
Buildings.1028;MULTIPOLYGON (((765732.2886750249 2960332.306626885, 765729.1125002792 2960324.8935839627, 765728.5219502761 2960323.5156339696, 765726.4445266122 2960318.666890401, 765724.1056205203 2960319.668856888, 765712.8592519469 2960324.487744896, 765710.0374071895 2960317.9018000565, 765709.8438380202 2960317.9844770585, 765709.4376708572 2960318.158361231, 765692.2677576983 2960325.515301904, 765681.4511782685 2960330.1494789743, 765682.334050523 2960332.209842314, 765682.4528166964 2960332.4870727146, 765690.5738634488 2960351.442087309, 765718.9097647837 2960339.3016916267, 765719.0170480313 2960339.5520192236, 765729.4143369364 2960335.0973037137, 765732.8529783649 2960333.624209557, 765732.2886750249 2960332.306626885)));BLDG;R;S;R
Buildings.1029;MULTIPOLYGON (((765583.4188940236 2960352.4450380607, 765583.8752579408 2960352.255077809, 765586.5038616052 2960351.160263725, 765598.4690607777 2960346.17864639, 765600.3788338598 2960350.765251392, 765617.5995999427 2960343.594990149, 765632.792482943 2960337.269215384, 765635.2741052799 2960336.236080974, 765621.5638308544 2960303.3073410545, 765615.820404022 2960305.6987404777, 765615.1898278601 2960305.9615352303, 765610.1238931133 2960308.0704548974, 765587.2906054417 2960317.577653718, 765589.1662578575 2960322.082565983, 765572.78144811 2960328.9047308075, 765580.7246736885 2960347.983104727, 765582.6659427751 2960352.6448408007, 765582.706297026 2960352.7419534693, 765583.4188940236 2960352.4450380607)));BLDG;R;S;R
Buildings.1030;MULTIPOLYGON (((765938.5231706959 2960348.800032225, 765939.3269748527 2960348.764599221, 765938.7278946956 2960335.119941469, 765936.0192386963 2960335.238707647, 765930.3135414419 2960335.4893633085, 765929.8476631048 2960324.882101057, 765935.604869439 2960324.6291488158, 765938.2623444352 2960324.512679213, 765938.1330796023 2960321.5697717266, 765937.6970568605 2960311.6377049657, 765937.6865581875 2960311.392298632, 765934.5530342757 2960311.5294374796, 765929.2718768575 2960311.761392388, 765929.1337537768 2960308.618025981, 765929.0750268558 2960307.281742561, 765925.7561358529 2960307.4270834695, 765883.3349608637 2960309.289612557, 765883.3579266961 2960309.810608892, 765883.4619291134 2960312.181667149, 765880.7453991042 2960314.8060057266, 765881.0042568593 2960320.708881062, 765883.8989361087 2960323.5553320646, 765883.9222300213 2960324.0789530543, 765884.6548401123 2960340.7692083814, 765884.6840395194 2960341.4355456345, 765882.0291891835 2960344.0818658, 765882.0908688601 2960345.4896713863, 765882.2788606127 2960349.777720553, 765885.1427000328 2960352.5700378125, 765885.2450620225 2960354.897789065, 765885.277870359 2960355.649099891, 765931.110127778 2960353.6372928885, 765930.9122935227 2960349.1340210554, 765938.5231706959 2960348.800032225)));BLDG;R;M;R
Buildings.1031;MULTIPOLYGON (((767014.2536307718 2960336.864360559, 767013.9780407688 2960336.2118028104, 766998.055828529 2960298.4425213872, 766994.929850518 2960299.7604321335, 766991.2011834376 2960298.2135192263, 766984.0706202693 2960301.219746804, 766982.4525132793 2960305.020592226, 766981.9256114357 2960303.7712508854, 766963.0558985315 2960311.726287467, 766963.5824722787 2960312.975628808, 766962.6395607734 2960313.3732657954, 766958.5424561054 2960311.337508717, 766951.6277717814 2960314.2525291485, 766951.116289855 2960317.6012757244, 766946.6878210307 2960319.4683979675, 766947.3764679425 2960321.1015968006, 766958.8948176062 2960348.4237206355, 766963.111016526 2960358.4250129736, 766970.230096773 2960355.4237066396, 767013.7828311909 2960337.0625228807, 767014.2536307718 2960336.864360559)));BLDG;R;M;R
Buildings.1032;MULTIPOLYGON (((766134.5194978584 2960321.4638008024, 766133.7954179348 2960321.764325144, 766130.187813609 2960323.2626817236, 766130.289519444 2960323.5080880527, 766130.5175373566 2960324.0569714797, 766092.023191781 2960340.044472304, 766096.7082217786 2960351.324633479, 766097.6330886936 2960353.5519912224, 766101.0720581873 2960361.8318303092, 766101.235443698 2960362.2255303124, 766121.593998776 2960353.7701666267, 766125.0191887767 2960354.129417895, 766130.4178000253 2960351.887296392, 766133.0267186908 2960349.0457666283, 766135.3921995326 2960348.063157052, 766143.6238103671 2960344.6445287317, 766144.1690848618 2960339.6064810595, 766143.028339105 2960336.860095468, 766137.0342566088 2960322.4277096353, 766136.8731676928 2960322.0395870665, 766135.069693611 2960322.788601312, 766134.5194978584 2960321.4638008024)));BLDG;R;M;R
Buildings.1033;MULTIPOLYGON (((768871.1098251959 2960361.378091045, 768871.0389591915 2960360.9742204654, 768870.9175683574 2960360.2822927195, 768870.4871230295 2960357.826588977, 768881.7449745251 2960355.8534958097, 768883.1367040297 2960355.60940181, 768881.926404611 2960348.704231881, 768879.9149256933 2960337.2272207276, 768873.3972221933 2960338.3696068977, 768869.6833188545 2960317.181329061, 768864.6725021157 2960318.059608144, 768842.1046338547 2960322.0149808098, 768840.9281270207 2960322.221345225, 768842.8867845254 2960333.394879317, 768844.153186188 2960340.620258554, 768844.4993141147 2960342.595648297, 768837.7686845206 2960343.775435969, 768838.5655989363 2960348.3226709734, 768840.5846237702 2960359.8420048943, 768840.9789799467 2960362.091344217, 768843.8086986992 2960361.5952822263, 768853.513075607 2960359.8941701413, 768854.1951608679 2960363.7852384737, 768854.2899769399 2960364.3262478868, 768871.1098251959 2960361.378091045)));BLDG;R;S;R
Buildings.1034;MULTIPOLYGON (((769465.3248441067 2960373.786858886, 769477.1230488572 2960371.912190726, 769474.6217415174 2960356.4584814766, 769468.7034462695 2960319.893593972, 769468.097476365 2960316.150491221, 769462.7766208659 2960316.995961978, 769462.6053613577 2960317.023192894, 769447.6037509432 2960319.406718307, 769447.3229116045 2960319.451337637, 769447.9439733643 2960323.3607786433, 769447.3255362806 2960323.458875553, 769445.735644446 2960323.7114997255, 769451.2264471069 2960358.2727823155, 769454.0591186157 2960357.822651975, 769460.926887021 2960356.7314468008, 769463.1496516039 2960370.7209201446, 769463.6781938535 2960374.048669397, 769465.3248441067 2960373.786858886)));BLDG;R;S;R
Buildings.1035;MULTIPOLYGON (((769496.0249139379 2960351.030998883, 769495.6663188656 2960348.7737855553, 769495.553458198 2960348.063813228, 769492.9806286996 2960331.8696198957, 769490.5360797793 2960316.4821834764, 769489.4760425244 2960316.6504902234, 769488.872041107 2960312.8499728935, 769472.9357212781 2960315.3817919767, 769468.097476365 2960316.150491221, 769468.7034462695 2960319.893593972, 769474.6217415174 2960356.4584814766, 769477.1230488572 2960371.912190726, 769489.8352937719 2960369.892837806, 769488.1915962702 2960359.5473860707, 769487.064630033 2960352.454552465, 769496.0249139379 2960351.030998883)));BLDG;R;S;R
Buildings.1036;MULTIPOLYGON (((768818.8937222812 2960368.608391549, 768816.361575111 2960353.782305736, 768820.0974600303 2960353.1445117285, 768819.9957541982 2960352.549368554, 768819.2503488507 2960348.1829074807, 768816.1289640212 2960348.7160428884, 768815.6794898516 2960348.7928143824, 768815.5718785217 2960348.163878649, 768815.2290314456 2960346.1546963095, 768817.2260746952 2960345.8138177204, 768816.6686611035 2960342.5497166337, 768817.8497611156 2960342.3479453926, 768815.9426126949 2960331.1803168044, 768812.9675530202 2960331.6885178904, 768810.8934101921 2960319.5432009688, 768813.5531817836 2960319.0888055563, 768815.5531777743 2960318.7472707997, 768815.4061964452 2960317.886052051, 768825.8254669462 2960316.1065280633, 768827.5337968607 2960315.8151900563, 768828.199806019 2960315.7010170477, 768829.3172578515 2960315.5104006333, 768833.9963823574 2960314.7111896374, 768833.8507133569 2960313.85882914, 768833.5515013637 2960312.1058798875, 768831.1263093639 2960297.906105144, 768831.0478974422 2960297.4461323065, 768829.4885173581 2960297.7122079036, 768829.2185047729 2960297.7587957205, 768829.0800536134 2960296.9471175503, 768828.5682436101 2960297.0343877315, 768824.6752067807 2960297.699412636, 768821.2687175272 2960298.2807763065, 768811.6949177699 2960299.916271729, 768797.4583976886 2960302.3476973027, 768796.7625329356 2960302.4661353976, 768783.2523893584 2960304.773873549, 768782.172667103 2960304.9579283157, 768776.6982686089 2960305.8929658015, 768776.2789781094 2960305.964816061, 768779.2815967816 2960323.5461457204, 768778.5683436097 2960323.6681927345, 768782.4692544498 2960346.5109948074, 768787.2441792787 2960374.4686160465, 768802.68345286 2960371.831810304, 768818.9691814472 2960369.0503198104, 768818.9084860255 2960368.6969740503, 768818.8937222812 2960368.608391549)));BLDG;R;S;R
Buildings.1037;MULTIPOLYGON (((765456.3604211063 2960387.5903089806, 765458.2551023511 2960386.8127514664, 765461.4066708541 2960385.5194469676, 765461.7813420318 2960386.4318467216, 765478.1723853644 2960379.704497985, 765477.7635935256 2960378.7087650574, 765480.0001376132 2960377.791115967, 765498.3852714451 2960370.2451993064, 765494.2924318605 2960360.2724502175, 765500.1877612785 2960357.852835638, 765499.5007547728 2960356.178954482, 765499.4184058611 2960355.9791517192, 765498.8429476926 2960354.5762673905, 765492.5483408566 2960339.239355795, 765489.8465746057 2960340.348277472, 765486.3954660314 2960341.7646132256, 765484.5444198546 2960342.5241261404, 765480.0001376137 2960344.3892798824, 765453.41849786 2960355.299034976, 765432.0881599492 2960364.053282558, 765432.8394707734 2960365.8836594764, 765440.334206448 2960384.1451058933, 765442.9920095223 2960383.0542288027, 765444.8040137745 2960387.469246222, 765449.904725357 2960390.239909982, 765456.3604211063 2960387.5903089806)));BLDG;R;M;R
