id;the_geom;TYPE;Usage;Scale;Category
Buildings.996;MULTIPOLYGON (((765579.3851094386 2960300.952358882, 765595.688882606 2960294.163986639, 765596.9438013572 2960293.6413499, 765601.6504848605 2960291.6817081342, 765602.9077001977 2960291.1584152235, 765615.1366783525 2960286.0668899706, 765614.6744089426 2960284.9566559694, 765602.8814535303 2960256.6325656422, 765602.8328971865 2960256.515767975, 765602.1691846125 2960254.9219391434, 765588.5035295186 2960260.611560309, 765582.9225039495 2960262.9353745496, 765558.4960436071 2960273.105957895, 765559.0803600248 2960274.5091703073, 765559.8054242003 2960276.250636631, 765561.327730866 2960279.9067973034, 765569.9592752754 2960300.6377269756, 765571.4635373644 2960304.250580643, 765579.3851094386 2960300.952358882)));BLDG;R;M;R
Buildings.997;MULTIPOLYGON (((768622.1736432783 2960298.3431121334, 768618.3124305325 2960273.494080473, 768617.4564611028 2960273.62695423, 768614.0522684449 2960274.155824561, 768597.0920005303 2960276.791317979, 768579.5664450246 2960279.5147377267, 768575.3400755243 2960280.171232469, 768574.5680954469 2960280.2913109763, 768575.8823972814 2960288.7476588855, 768578.4293081929 2960305.1403426323, 768591.4148465253 2960303.122630149, 768611.8839656871 2960299.9418622176, 768622.1736432783 2960298.3431121334)));BLDG;R;L;R
Buildings.998;MULTIPOLYGON (((766873.8464312707 2960303.409046889, 766875.9140124491 2960304.5055013904, 766882.5934610226 2960301.719745811, 766883.6174091119 2960298.702691476, 766885.6121557817 2960297.8710002233, 766885.4664867809 2960297.520935308, 766871.5249136112 2960264.093180642, 766866.8034663657 2960252.771680973, 766864.3959908647 2960253.775944054, 766861.2995403564 2960246.351090138, 766853.2441102725 2960249.7106634798, 766852.439321862 2960247.7812053817, 766841.4331102808 2960252.371419303, 766839.6900035307 2960253.09845197, 766842.3284496983 2960259.424882888, 766862.4977006911 2960307.785022385, 766873.4697916064 2960303.209244144, 766873.8464312707 2960303.409046889)));BLDG;R;S;R
Buildings.999;MULTIPOLYGON (((766123.1642056124 2960292.9861674737, 766124.0244401098 2960290.336894556, 766121.9463602739 2960285.4225343014, 766119.0900667764 2960283.915647549, 766119.5283861023 2960279.6787793925, 766117.8623789415 2960275.739810895, 766115.915532442 2960273.5259045586, 766114.753789367 2960272.5603553033, 766113.6481485228 2960271.6410658043, 766113.3512331115 2960271.3946752287, 766075.1738160268 2960287.5389998807, 766070.8467249424 2960289.368720637, 766071.0521051133 2960289.854283968, 766071.8089933543 2960291.6443066383, 766072.4198845183 2960291.38610506, 766073.1652898662 2960293.1492248885, 766063.0350607804 2960290.4080886436, 766062.6512032768 2960294.728289979, 766062.2581594435 2960299.1501971483, 766077.1633133591 2960302.6026180503, 766080.7062852698 2960310.981210224, 766118.7803561096 2960294.880520637, 766119.1491217752 2960295.752894226, 766122.2373701948 2960294.4471225524, 766122.7616473592 2960294.22533822, 766123.1642056124 2960292.9861674737)));BLDG;R;M;R
Buildings.1000;MULTIPOLYGON (((765706.7700252698 2960301.4599038013, 765718.6039911066 2960296.5540737137, 765717.8487432764 2960294.732226986, 765716.0669226953 2960290.4336791555, 765712.7995407725 2960282.552461311, 765706.509855196 2960267.3812318086, 765701.67456302 2960269.3858209685, 765693.6276631079 2960272.72177231, 765670.0217391852 2960282.5078419815, 765670.7668164395 2960284.3050824665, 765671.7609089463 2960286.703371644, 765680.6122691932 2960308.0547068827, 765681.2638426877 2960309.6262260512, 765682.1158751119 2960311.6810119706, 765705.7565758537 2960301.8801785484, 765706.7700252698 2960301.4599038013)));BLDG;R;M;R
Buildings.1001;MULTIPOLYGON (((768573.9857475325 2960306.896900795, 768569.2236179424 2960281.2729363116, 768565.8391102703 2960281.901872054, 768551.317157687 2960284.601013648, 768553.0402513597 2960293.8723205626, 768549.7817276872 2960294.4779623873, 768542.2748529464 2960295.873300799, 768536.6433025291 2960296.9198866487, 768539.6823384457 2960313.2722161426, 768557.8660291126 2960309.8926297273, 768572.2665908636 2960307.2164539676, 768573.9857475325 2960306.896900795)));BLDG;R;M;R
Buildings.1002;MULTIPOLYGON (((770635.6961910275 2960299.6882538, 770633.838255108 2960288.443525639, 770650.291634276 2960285.733229219, 770740.7799703641 2960270.827091049, 770778.962636771 2960264.537405465, 770780.8694571122 2960264.2231016373, 770781.1188004463 2960264.182091227, 770781.4541016063 2960264.1269732285, 770811.0068640278 2960259.25887273, 770809.8047666866 2960251.7247670586, 770808.542958186 2960243.8173025493, 770808.3671055285 2960242.7139583067, 770808.2729456127 2960242.1243925528, 770807.7788521068 2960239.0295824637, 770803.663374781 2960213.237967387, 770812.1141452792 2960211.7973534693, 770828.9966574465 2960208.9190783994, 770829.7332045285 2960208.793094393, 770833.0904812815 2960208.2212451356, 770828.2437061982 2960179.7908558147, 770825.9120179426 2960166.114045889, 770817.1367730213 2960114.63941131, 770819.1351286044 2960114.2985327295, 770815.2286403625 2960091.383224211, 770814.3890751163 2960086.4580372274, 770786.5584221057 2960091.2024503085, 770787.1450351023 2960094.6447006385, 770773.4364011128 2960096.981638221, 770727.4958761953 2960104.813643557, 770727.3488948653 2960104.8385778875, 770726.2298026081 2960105.02952239, 770725.1746866127 2960105.209312048, 770724.776065366 2960105.2772253137, 770724.8049366915 2960105.4455320514, 770725.092337697 2960107.1325365677, 770725.0926657754 2960107.1463160487, 770725.6326909377 2960110.3014934817, 770725.6563129432 2960110.440928886, 770725.6563129445 2960110.450443318, 770725.6943706127 2960110.6656659613, 770725.7934517729 2960111.24473307, 770728.0929878646 2960124.734207389, 770729.4496124408 2960132.691540555, 770697.9683761913 2960138.0583277163, 770698.8709334449 2960143.353592726, 770693.0963386905 2960145.6856090548, 770687.2475971141 2960147.825368552, 770684.6458962724 2960148.6806818014, 770681.3315984465 2960149.770574642, 770675.3542481973 2960151.519258809, 770669.322436109 2960153.069124477, 770663.2427238519 2960154.418859304, 770657.1216731073 2960155.566822885, 770653.6630186153 2960156.09798981, 770650.9658455272 2960156.5117028914, 770644.7821308525 2960157.252843137, 770638.5774188646 2960157.788931301, 770632.3585992769 2960158.1193112265, 770629.9317668519 2960158.1678675544, 770626.1319056919 2960158.244310974, 770619.9045559474 2960158.163274389, 770613.6834397783 2960157.8762014774, 770612.7897407733 2960152.635070221, 770593.3242285249 2960155.953305069, 770581.4023363588 2960157.985781312, 770579.8229431974 2960148.7213641377, 770578.0056896063 2960138.06324897, 770577.4833809445 2960134.9986225488, 770577.4610712664 2960134.8700138875, 770576.7428968538 2960130.656439639, 770576.7100885225 2960130.464510886, 770576.6831856988 2960130.306046631, 770576.6726870261 2960130.2427265625, 770576.5998525327 2960130.2551937234, 770576.41284503 2960130.2870178, 770573.9945427793 2960130.699090486, 770554.9273237006 2960133.9497401426, 770514.3916436157 2960140.8604874685, 770513.6728130273 2960136.644288552, 770488.1325097675 2960140.9982824693, 770485.7732625294 2960141.4001845615, 770486.4126969435 2960145.152473647, 770490.4149855229 2960168.627820391, 770492.0678693672 2960168.3463248904, 770495.8710113624 2960190.6573038944, 770505.6948106135 2960248.282188635, 770510.3946043559 2960275.8497188087, 770512.458248526 2960287.9553376487, 770513.1432865263 2960291.973046141, 770515.0192670219 2960291.653164894, 770515.3788463635 2960292.9235035586, 770515.7233338668 2960294.142989306, 770516.6216260206 2960296.5694936314, 770517.7085661158 2960298.9179141424, 770518.9775924388 2960301.173487052, 770520.4201748534 2960303.3217767305, 770522.0277831856 2960305.3493317203, 770523.7899187803 2960307.244012981, 770525.6960829356 2960308.993353306, 770527.7341366116 2960310.5868540485, 770529.8912845256 2960312.0143446475, 770532.1540752816 2960313.26696681, 770532.3640486163 2960313.362439066, 770534.5084012763 2960314.336846564, 770536.9394987825 2960315.2170941345, 770539.4319478581 2960315.902788312, 770541.9706566937 2960316.3890078054, 770544.5392211099 2960316.673127979, 770545.3738651118 2960316.530739813, 770545.2816736841 2960315.990386553, 770557.6773181855 2960313.877201805, 770631.806763114 2960301.2394318073, 770633.0462619371 2960301.0281461435, 770635.8389072726 2960300.552097231, 770635.6961910275 2960299.6882538)));BLDG;O;M;O
Buildings.1003;MULTIPOLYGON (((769160.0751265284 2960189.023448899, 769144.1319169418 2960191.6317113917, 769139.9150618621 2960192.3216706365, 769122.3570261162 2960195.1943683, 769119.0010616941 2960195.743251723, 769117.3875478654 2960196.0073588095, 769117.7044763555 2960197.944034717, 769118.9387258611 2960205.48929523, 769120.7864911868 2960216.7822516398, 769121.0591284492 2960218.449899222, 769121.7566336106 2960222.713014067, 769121.9055834413 2960223.6237733844, 769121.2212016139 2960223.735649813, 769104.6474158607 2960226.4472585623, 769106.0417700261 2960234.9685669667, 769107.6168981037 2960244.5971566434, 769088.9191008677 2960247.656205635, 769079.8348014359 2960249.1424231376, 769079.8610481027 2960249.303512056, 769079.9693156029 2960249.965584218, 769080.0982523552 2960250.754624633, 769083.5398465258 2960271.791327966, 769090.9571545281 2960317.127851471, 769093.9797862773 2960316.633757977, 769120.9734986862 2960312.2174282186, 769121.2494167698 2960313.90443273, 769152.0226491984 2960308.8699939623, 769151.7464030258 2960307.182989479, 769179.0202986143 2960302.7210561405, 769175.9117090271 2960283.7214222252, 769172.7975420207 2960264.6847148975, 769176.2073121086 2960264.126973224, 769170.0091617709 2960226.2395818084, 769166.2640905252 2960226.852441471, 769162.9704619353 2960206.7222323795, 769160.0751265284 2960189.023448899)));BLDG;O;M;O
Buildings.1004;MULTIPOLYGON (((767678.3070926972 2960308.3050344693, 767679.0652932841 2960306.9605489746, 767678.2145731895 2960302.3910043123, 767674.638792949 2960299.2122048824, 767673.8162880236 2960294.7935785577, 767672.6512641014 2960288.5350608923, 767670.1493006053 2960289.0006111455, 767639.4977871046 2960294.705980321, 767639.5289550266 2960294.8733027945, 767639.5466715251 2960294.9700873937, 767639.6929966949 2960295.755846983, 767639.8304636041 2960296.4927221327, 767640.6099896141 2960300.6787373866, 767643.4905612776 2960316.1567248087, 767643.7940383551 2960317.789923637, 767643.87704344 2960318.23513272, 767652.6595061865 2960316.600293469, 767658.17557128 2960315.5737207253, 767677.298892602 2960312.0140165505, 767677.0301923604 2960310.5694656395, 767678.3070926972 2960308.3050344693)));BLDG;R;S;R
Buildings.1005;MULTIPOLYGON (((767672.6512641014 2960288.5350608923, 767673.9406316136 2960286.2834249665, 767674.1821009383 2960285.8621659735, 767674.6942390198 2960284.968138893, 767673.8435189425 2960280.398594226, 767670.2677386872 2960277.2197948056, 767668.0820475229 2960263.985569309, 767667.5062612735 2960264.0925244703, 767665.4268691111 2960264.479662803, 767665.6168293671 2960265.500330057, 767641.8147116153 2960269.9307673792, 767635.1182026879 2960271.177155964, 767637.8603231929 2960285.9084257158, 767639.238601284 2960293.3135946332, 767639.254349278 2960293.3988963086, 767639.3996901967 2960294.179078473, 767639.4977871046 2960294.705980321, 767670.1493006053 2960289.0006111455, 767672.6512641014 2960288.5350608923)));BLDG;R;S;R
Buildings.1006;MULTIPOLYGON (((767220.093770281 2960297.779136896, 767227.7387681158 2960294.5914792195, 767230.734168948 2960293.342465981, 767237.8040366931 2960290.394637232, 767238.2948493531 2960290.1899132207, 767237.0924239454 2960287.305732638, 767225.322434365 2960259.9904985484, 767218.0396405322 2960263.027237882, 767214.5284926881 2960264.491145722, 767203.798855366 2960268.965218138, 767205.1922252765 2960272.3067468805, 767216.9920704367 2960299.072441399, 767220.093770281 2960297.779136896)));BLDG;R;S;R
Buildings.1007;MULTIPOLYGON (((767259.1452013562 2960278.110212985, 767247.3125478618 2960249.732645059, 767237.5340241061 2960253.8100647195, 767232.4096905305 2960255.946543391, 767224.9356241096 2960259.063006979, 767225.322434365 2960259.9904985484, 767237.0924239454 2960287.305732638, 767259.1452013562 2960278.110212985)));BLDG;R;S;R
Buildings.1008;MULTIPOLYGON (((767174.2198462792 2960319.0409053867, 767175.4590170237 2960318.524174142, 767194.5679027009 2960310.5563423024, 767195.4022186118 2960310.2082458884, 767195.8900785295 2960310.005162309, 767190.6420575221 2960297.418573298, 767183.8769791874 2960281.194524391, 767162.0167866938 2960290.309663631, 767163.2680965211 2960293.3103138027, 767174.0298860238 2960319.119973479, 767174.2198462792 2960319.0409053867)));BLDG;R;S;R
Buildings.1009;MULTIPOLYGON (((767196.5711795236 2960309.720714061, 767216.3582134394 2960301.470402484, 767217.488132446 2960300.9992748103, 767217.5754026044 2960300.9628575696, 767217.7499429431 2960300.8900230452, 767216.9920704367 2960299.072441399, 767205.1922252765 2960272.3067468805, 767202.2493177796 2960273.5337785636, 767199.8244538599 2960274.5449313996, 767198.937972696 2960274.9146813136, 767196.8096961069 2960275.802146736, 767191.4645624468 2960278.030816809, 767190.8526870327 2960278.2857375517, 767183.8769791874 2960281.194524391, 767190.6420575221 2960297.418573298, 767195.8900785295 2960310.005162309, 767196.5711795236 2960309.720714061)));BLDG;R;S;R
Buildings.1010;MULTIPOLYGON (((769061.7423179467 2960327.9874098147, 769061.1727652692 2960324.3971938933, 769061.3827386048 2960324.3640574785, 769061.1196157805 2960322.7042838875, 769058.7885836968 2960308.002869724, 769056.2853078559 2960292.213203143, 769055.374220448 2960292.35755981, 769052.242665024 2960272.6085835565, 769054.4605083612 2960272.2568782237, 769053.784984782 2960267.9954038057, 769051.5671414429 2960268.346781055, 769050.5609098533 2960262.000665143, 769049.4378806073 2960254.9173459643, 769050.5914216051 2960254.734275467, 769050.0284306097 2960251.182117228, 769049.1800071142 2960245.831406146, 769047.5815851096 2960246.084686471, 769045.1685321926 2960246.4672316434, 769033.2758394475 2960248.3530546483, 769032.1518259357 2960248.5312038925, 769032.0757106106 2960248.54334297, 769032.0937551865 2960248.656203635, 769037.0724197788 2960280.058043715, 769039.4838322708 2960295.266346654, 769034.7686186157 2960296.013720487, 769035.5087746079 2960300.6816901336, 769038.0484676952 2960316.7003588947, 769039.2682815202 2960324.3932568813, 769040.3378331957 2960324.223637805, 769040.8056800227 2960327.177372048, 769040.8755617759 2960327.615363316, 769041.0044985265 2960327.5950221405, 769042.1806772813 2960327.408342715, 769054.5044715262 2960325.454606472, 769055.0740241852 2960329.0448224023, 769061.7423179467 2960327.9874098147)));BLDG;R;S;R
Buildings.1011;MULTIPOLYGON (((767048.0557285266 2960321.119969474, 767053.5442346047 2960318.8699739715, 767077.600945026 2960309.0081170606, 767078.1472037738 2960310.3401353904, 767097.5067451149 2960302.4037995567, 767098.611401694 2960301.9513726314, 767082.6055281919 2960262.9065032303, 767080.1531052747 2960263.912078636, 767077.0720746958 2960262.762802721, 767070.5868514472 2960265.4212619825, 767068.9730095273 2960269.001635393, 767065.4287252729 2960270.4543883926, 767051.7486345337 2960276.062316802, 767047.9632090171 2960277.6141509716, 767044.9074408569 2960276.0842983853, 767038.4376375247 2960278.736524064, 767037.042299108 2960282.112829639, 767025.8914027814 2960286.684014715, 767022.6400969471 2960285.4586234633, 767015.9508058582 2960288.2007439686, 767014.5925408595 2960291.380527649, 767012.5105240216 2960292.234200476, 767012.5997626928 2960292.4513916345, 767021.863523692 2960315.05042781, 767024.1158157758 2960320.543855145, 767028.3129858518 2960330.783007891, 767048.6065804358 2960322.4637988065, 767048.0557285266 2960321.119969474)));BLDG;R;S;R
Buildings.1012;MULTIPOLYGON (((768987.8641848586 2960332.381757975, 768992.0367486926 2960331.6606308124, 769002.5856121028 2960329.8374717273, 769004.1650052833 2960329.5645063943, 769006.5334388616 2960329.1550583993, 769009.1771343653 2960328.6980383135, 769009.1686041941 2960328.649481977, 769009.1029875284 2960328.2685772316, 769009.0445886846 2960327.929995222, 769008.7732637842 2960326.3624130557, 769008.4146686933 2960324.288270212, 769009.5002964459 2960324.100606559, 769007.6508906923 2960313.4014809756, 769005.8602118653 2960303.040281216, 769003.8047697712 2960291.148572722, 769003.7893498536 2960291.0593340485, 769003.5616600208 2960291.0987040508, 769003.0429602728 2960291.1885988866, 769003.0029341135 2960290.95762821, 769002.7178296907 2960289.307369051, 769000.6387656033 2960277.280162136, 768999.1394247706 2960277.53934797, 768996.0659401135 2960278.0705148904, 768995.3612171124 2960273.992767132, 768982.1650492717 2960276.273930554, 768982.8701003655 2960280.351350228, 768978.7362503562 2960281.065915716, 768978.4987180246 2960281.1069261357, 768978.0075772698 2960281.1918997276, 768977.7408455302 2960281.237831396, 768978.1748997725 2960283.749637396, 768978.9396620248 2960288.1731849737, 768980.1447121062 2960295.146268137, 768979.3986506031 2960295.2752049, 768980.3907746068 2960301.0146947135, 768982.7391951085 2960314.6025940636, 768985.0078913578 2960327.726255475, 768985.1155026853 2960328.3502699696, 768985.232300358 2960328.329928813, 768986.9475200198 2960328.0336695667, 768987.1594618553 2960329.2603731384, 768987.7037521164 2960332.4096450675, 768987.8641848586 2960332.381757975)));BLDG;R;S;R
Buildings.1013;MULTIPOLYGON (((768382.364411607 2960322.748247059, 768382.1609999401 2960321.5208873157, 768381.934294359 2960320.151139388, 768381.7062764461 2960318.7745017246, 768380.7338374417 2960312.9004977224, 768380.5861999402 2960312.0104076453, 768380.5278011119 2960311.6564057325, 768380.4844941063 2960311.392954808, 768382.3148710285 2960311.089805812, 768382.3099497706 2960311.060278307, 768382.2489262823 2960310.6924968944, 768382.1862623536 2960310.313888725, 768382.1363936954 2960310.0127082258, 768381.8765516873 2960308.4425014006, 768380.046174781 2960308.7456504013, 768378.0428979406 2960296.6456089765, 768375.3388351044 2960280.3096836316, 768373.3775529414 2960268.4635787224, 768371.5757192819 2960257.5787579734, 768370.7141724371 2960252.374043967, 768370.4648291043 2960252.4153824705, 768346.0075289453 2960256.4639308252, 768331.3759965312 2960258.88617006, 768336.522311688 2960289.9723939793, 768336.5912091882 2960290.3880755613, 768337.9832667698 2960298.797179477, 768338.457675279 2960301.6623312184, 768341.6873276074 2960321.171806642, 768343.6863393638 2960333.2472418053, 768377.9402078558 2960327.576321388, 768383.0241871924 2960326.7347876476, 768382.3834404367 2960322.8637323976, 768382.364411607 2960322.748247059)));BLDG;R;S;R
Buildings.1014;MULTIPOLYGON (((768617.4138102696 2960328.9119486366, 768615.4308746028 2960317.908689811, 768614.4190656096 2960312.2941997168, 768612.3813400286 2960300.9871357237, 768612.3022719491 2960300.547175978, 768612.0768786988 2960300.5875302213, 768591.7143866143 2960304.2571423044, 768583.263616115 2960305.7797770575, 768587.7780427785 2960330.831892307, 768588.3751544369 2960334.1448778086, 768589.1454941041 2960334.006098553, 768611.9781256015 2960329.8916054843, 768617.4138102696 2960328.9119486366)));BLDG;R;S;R
Buildings.1015;MULTIPOLYGON (((765813.425651865 2960309.165268972, 765809.6474441894 2960295.241740388, 765809.4414078607 2960294.4822274735, 765810.3121410334 2960294.2460074695, 765811.4715875247 2960291.187942724, 765810.1973118632 2960286.491429804, 765806.0418083516 2960284.072471391, 765805.6907591987 2960282.777526484, 765805.5021112722 2960282.0823178883, 765776.71575153 2960289.8936539744, 765776.351907105 2960288.553105473, 765767.3981848678 2960290.9825625503, 765762.8352018598 2960292.2207490597, 765763.4113161878 2960294.344104389, 765762.093733521 2960294.7013871376, 765765.9893950246 2960309.0576576386, 765766.4067170344 2960310.595712304, 765764.916234449 2960311.00023906, 765765.0500924435 2960311.4920359645, 765765.740051689 2960314.0350098875, 765766.0697754485 2960315.2505586375, 765766.5865066942 2960317.154754312, 765768.6350590305 2960316.598653061, 765771.058282526 2960325.5297375666, 765772.3315739502 2960330.2219853867, 765773.3633960206 2960334.024471222, 765774.3952181061 2960333.744288056, 765774.9070281101 2960335.6301110517, 765788.5825256846 2960331.9191604694, 765788.219337449 2960330.580908548, 765788.0707156971 2960330.0333374734, 765817.0703296087 2960322.164586818, 765816.5952649434 2960320.4142622147, 765818.5109435316 2960317.47233897, 765817.3219695247 2960313.089801798, 765814.1369365324 2960311.786654816, 765813.425651865 2960309.165268972)));BLDG;R;L;R
Buildings.1016;MULTIPOLYGON (((766133.708803937 2960318.596352471, 766134.5559151033 2960315.9874338154, 766132.4778352682 2960311.073073561, 766129.6215417691 2960309.566514897, 766130.0598611083 2960305.329646726, 766128.3941820266 2960301.390678224, 766126.4470074474 2960299.1764438134, 766125.3308679463 2960298.248624147, 766123.8827081016 2960297.045214474, 766123.3072499501 2960297.288652316, 766081.378199936 2960315.019259882, 766082.3404683623 2960317.295173972, 766082.9513595271 2960317.0366443144, 766084.8667100227 2960321.565834729, 766090.4342841962 2960334.731818904, 766091.2377602776 2960336.6317494833, 766126.3866401021 2960321.767934058, 766129.3118311027 2960320.5310598873, 766129.6805967687 2960321.4037615643, 766133.0293433511 2960319.9874258013, 766133.2931223528 2960319.8762055677, 766133.708803937 2960318.596352471)));BLDG;R;S;R
Buildings.1017;MULTIPOLYGON (((765480.2517775306 2960333.827949309, 765480.0001376123 2960333.217714309, 765478.7140509496 2960330.0999383912, 765476.8443040248 2960325.565498636, 765475.0316436164 2960321.1701662242, 765474.1313829414 2960318.9870997225, 765473.2796786122 2960316.92247132, 765467.4394671915 2960319.3309310502, 765465.4552191941 2960314.519588982, 765450.1534125211 2960320.8302718853, 765451.6954041877 2960324.5687814853, 765444.0038185265 2960327.7406911417, 765443.6235699356 2960327.8975149696, 765438.8607841891 2960329.861749886, 765438.7561256151 2960329.9047288075, 765433.5307423609 2960332.0599082266, 765425.3998531101 2960335.4132479676, 765431.4802215239 2960350.15698489, 765431.6915071913 2960350.6691229693, 765433.3726061889 2960354.745558398, 765433.5920939454 2960355.2777095595, 765434.2620401103 2960356.902050137, 765452.1937627804 2960349.506723726, 765461.6068016886 2960345.6248417282, 765461.3961721959 2960345.1140159783, 765479.9998095202 2960337.441787222, 765481.4886516938 2960336.8279433134, 765480.4522364435 2960334.3141688113, 765480.2517775306 2960333.827949309)));BLDG;R;S;R
Buildings.1018;MULTIPOLYGON (((768952.1920121011 2960338.390932305, 768965.5974971075 2960336.0346378027, 768970.2323303538 2960335.2200068943, 768968.8625824455 2960327.4270434817, 768966.4341096128 2960313.611782384, 768964.1690222782 2960300.725981394, 768957.2139836866 2960301.9487479767, 768955.9754691134 2960294.9025022206, 768954.9590669412 2960289.1177368877, 768952.0880096859 2960272.784764299, 768948.0109181115 2960273.501298302, 768946.2386119383 2960263.4186413097, 768945.91741836 2960261.590232897, 768934.4177694476 2960263.611554304, 768934.2625860278 2960263.6387852198, 768934.2097646167 2960263.64797155, 768934.1441479466 2960263.6594544784, 768934.0604866886 2960263.6742182197, 768933.6556318543 2960263.745412307, 768935.7169794434 2960275.4727510614, 768935.1067444382 2960275.580034311, 768939.8639527718 2960302.646253139, 768940.4984659394 2960306.2568102162, 768944.9859897795 2960331.7849743874, 768945.8872346896 2960336.9142292347, 768946.3281786885 2960339.4217701443, 768947.5689898577 2960339.2035947214, 768952.1920121011 2960338.390932305)));BLDG;R;S;R
Buildings.1019;MULTIPOLYGON (((766839.2835082714 2960319.056325304, 766838.9058843559 2960318.140644724, 766838.6893493548 2960317.615711391, 766832.5942171962 2960302.843759312, 766824.6618183554 2960306.116390561, 766823.4400360299 2960303.1547823036, 766821.7399081888 2960299.034711801, 766825.907550782 2960297.315227065, 766829.8642357753 2960295.6826843936, 766829.3320846127 2960294.392988814, 766824.3980393552 2960282.43533556, 766823.0712703605 2960279.219462722, 766822.8806539491 2960278.7575213877, 766822.3872166118 2960278.961261144, 766775.0342929352 2960298.4989517154, 766779.1251640333 2960308.4136300534, 766778.6231965278 2960308.6206506537, 766778.4083019347 2960308.709561225, 766778.9201119406 2960309.9500443055, 766786.6153065274 2960328.5999413845, 766787.2422737798 2960330.1199514647, 766787.6615642756 2960329.9467234733, 766787.9591358604 2960329.8240203112, 766791.9483011069 2960339.4919799715, 766792.0313061924 2960339.6927669756, 766811.4771334374 2960331.6694890494, 766839.6857384447 2960320.0307328105, 766839.2835082714 2960319.056325304)));BLDG;R;S;R
Buildings.1020;MULTIPOLYGON (((768651.9311296945 2960323.428035714, 768664.4809733623 2960321.362751135, 768667.5738149433 2960320.853893887, 768677.8474164457 2960319.3079652204, 768701.4231566952 2960315.7604001416, 768727.6950857792 2960311.807324052, 768724.0244894471 2960289.498969716, 768688.1810571863 2960295.3969238074, 768675.3687468619 2960297.505187298, 768663.941604361 2960299.385432897, 768662.911094606 2960299.555051983, 768663.1033514455 2960300.7230286417, 768648.6575141866 2960303.0999923935, 768646.4718230221 2960303.459571718, 768647.3169656842 2960308.593747808, 768647.3806138627 2960308.9821984745, 768649.4511477799 2960321.5651785573, 768650.1348734339 2960321.452645971, 768650.3628913618 2960322.837485728, 768650.4987178586 2960323.6635995647, 768651.9311296945 2960323.428035714)));BLDG;R;S;R
Buildings.1021;MULTIPOLYGON (((768658.206051529 2960339.6261660536, 768667.6906126164 2960338.0654736417, 768671.3677706112 2960337.46048797, 768671.0800415287 2960335.7104914784, 768683.9966823611 2960333.585167648, 768697.1374041131 2960331.4227704, 768702.900187865 2960330.474609549, 768703.3955936894 2960333.485430315, 768703.4549767824 2960333.8463219684, 768707.073079781 2960333.2511788127, 768707.0035261085 2960332.8263108814, 768706.5245244363 2960329.9168678937, 768710.2161181136 2960329.3095856514, 768730.0382569453 2960326.047453057, 768727.6950857792 2960311.807324052, 768701.4231566952 2960315.7604001416, 768677.8474164457 2960319.3079652204, 768667.5738149433 2960320.853893887, 768667.674864605 2960321.4690501387, 768664.7299886039 2960321.953629224, 768652.0466150214 2960324.0405673073, 768654.7057304392 2960340.201952308, 768658.206051529 2960339.6261660536)));BLDG;R;M;R
Buildings.1022;MULTIPOLYGON (((767949.4577971101 2960340.5136314714, 768003.9645778544 2960331.2885843045, 767999.2677368532 2960303.53962407, 767998.9652440242 2960301.7515698965, 767996.1972049493 2960302.220072892, 767986.6558854445 2960303.8348990516, 767976.5391077715 2960305.5471659726, 767974.6188360301 2960305.872296557, 767944.6231611071 2960310.9487299807, 767944.5923212758 2960310.953979313, 767943.3711951067 2960311.160671816, 767948.370528937 2960340.6980143036, 767949.2471676011 2960340.549392564, 767949.4577971101 2960340.5136314714)));BLDG;R;M;R
Buildings.1023;MULTIPOLYGON (((771683.3538726127 2960177.91520339, 771682.952298612 2960177.326293812, 771681.6891777833 2960178.188168714, 771525.1888346082 2960284.906459224, 771515.4598514457 2960291.5409603817, 771516.8587987715 2960293.5931216464, 771517.5294011101 2960294.576059307, 771518.163258105 2960295.506175558, 771528.287253603 2960310.3519463977, 771529.6035239397 2960312.2827168116, 771516.1074879471 2960321.485782386, 771517.0441658666 2960322.8591392185, 771517.2039424481 2960323.0933907214, 771524.0185613652 2960333.0868090494, 771528.8712419432 2960340.203920809, 771529.0821995306 2960340.5129752997, 771529.3299024403 2960340.8764916407, 771529.471306355 2960341.083512232, 771530.4302939496 2960342.4900054703, 771532.5841610293 2960341.0215044743, 771543.9266580215 2960333.2866118075, 771554.98897186 2960325.742991727, 771561.6923705195 2960321.17213473, 771568.3675540255 2960316.6199784726, 771574.9895880241 2960312.1045675534, 771614.0866226859 2960285.4438597225, 771621.054784611 2960280.692228804, 771621.6564894487 2960280.2817965583, 771628.4212396888 2960275.668944896, 771658.0137001863 2960255.4898513835, 771664.5015481121 2960251.0656476435, 771670.9027820252 2960246.7004988953, 771674.5195726919 2960244.2342964658, 771680.9198223654 2960239.8698038887, 771700.8912391071 2960226.251392811, 771707.5349266101 2960221.720890058, 771709.8324941836 2960220.1542921243, 771711.4191051874 2960219.0722733126, 771710.0936485252 2960217.1287076403, 771703.9548812803 2960208.126100968, 771698.4598135198 2960200.067718144, 771694.6153330203 2960194.429934141, 771690.3177694374 2960188.1274533086, 771683.3538726127 2960177.91520339)));BLDG;R;L;R
